snp-dists 0.8.2	NC_009497	227	GCA_018594715	GCA_029989345	GCA_001929505	SRR10958111	243-B21	GCA_009857975	GCA_009850655	GCA_018591955	GCA_018593635	SRR10958115	GCA_018591875	GCA_018593955	GCA_018593495	GCA_018594075	GCA_009851735	SRR10958113	GCA_020423375	GCA_018592115	GCA_018591815	GCA_029536715	SRR10958193	GCA_003354265	240	GCA_009850125	GCA_009849885	GCA_016453825	GB000944	GCA_018592295	GCA_018594215	222A	SRR17119145	234	GCA_018593675	GCA_016452465	GCA_018593735	GCA_018593745	GCA_020422985	GCA_018591855	SRR10958101	GCA_018594415	GCA_009850225	GCA_000219375	GCA_029855505	GCA_018593195	GCA_018592415	GCA_018592085	GCA_009850275	GCA_018594025	GCA_009850905	223	GCA_016452865	GCA_018592055	GCA_016453185	GCA_013423725	228	GCA_016452745	SCOT3	GCA_009850255	GCA_018592555	GCA_018594295	GCA_009850175	SRR10958130	GCA_016453325	245	GCA_018591835	SRR20305655	GCA_018591965	GCA_018591995	GCA_016453045	GCA_029989505	SCOT2	GCA_016452845	SRR20305624	GCA_011996525	GCA_009850405	GCA_009851565	GCA_018592175	SRR12686435	GCA_009849005	GCA_009852155	GCA_018593615	GB18000923	GCA_009156025	230-B21	SRR12673179	GCA_029855745	GCA_009849495	GCA_009850305	GCA_009850365	GCA_009849845	GCA_018592815	GCA_029855765	GCA_009848995	GCA_001930225	GCA_020423725	SRR3954761	SRR3954835	GCA_018592155	SCOT4	GCA_009849055	221	GCA_009851965	SRR12673135	224	241	GB18001319	SCOT1	SRR17119177	GCA_003354305	GCA_000183385	GCA_016453545	GCA_009850185	GCA_018593515	GCA_009850755	GCA_009850065	SRR12674172	GCA_003354425	GCA_018592275	GCA_009851545	226-B21	GCA_009848695	GCA_018593395	GCA_016452505	GCA_018594125	SRR17119126	GCA_029855805	229-B21	GCA_009849465	GCA_009848775	GB17005644	GCA_018593755	GCA_009850675	GCA_009852305	GCA_003354285	GCA_009851715	GCA_018593965	224B21	GCA_029855485	GCA_018593995
SCOT3	45524	1331	1735	3097	2650	4257	1101	7606	6936	1696	3021	67	2340	2207	1975	3794	5363	54	1264	2339	3371	3347	75	3176	85	3261	5369	1418	68	3357	2545	105	2481	69	4618	2608	3125	3851	1593	3197	1226	5335	3601	3654	1688	3360	1691	3732	3061	2872	2855	83	3222	3859	2004	3087	87	1429	0	2141	2061	2577	3165	53	2004	1100	1973	3043	3186	3118	1527	62	0	1132	3033	3876	6532	5189	3157	1077	6226	3000	3140	67	3052	67	1055	3466	9383	1563	3810	3490	2916	1036	3674	1740	1274	3621	3696	2470	61	4544	73	3661	1054	109	1180	1201	56	2621	1977	4161	3126	3987	1619	6840	3361	1057	3661	2481	3134	86	2512	3284	1703	3926	3881	3366	68	8129	4680	78	2176	9280	2838	2219	4797	1928	69	67	2052
GCA_009850255	45203	1597	2184	3641	2165	4474	1469	7608	6766	1963	2373	2092	770	2386	1822	3053	4926	2101	1683	1958	3823	2873	2100	3149	2131	2918	5310	1835	2114	2625	2230	2147	2253	2061	4416	2816	2353	3435	1609	3291	1721	4939	2938	2881	2099	2720	1950	3433	3862	2701	3375	2110	3219	3800	2092	3265	2133	1502	2141	0	1957	2941	2958	2104	1819	1468	2102	3643	2837	3048	2605	2109	2141	1368	3621	3435	6722	5119	2844	1463	6289	2840	2719	2113	3629	2101	1440	3918	9308	1870	3729	2804	2923	1409	2893	2214	1695	2878	2924	2041	2105	3801	2119	3017	1439	2087	1596	1582	2104	2662	2307	4369	3115	3126	1671	6878	3136	1444	3117	2253	2645	2131	2267	3354	2045	3550	3442	3103	2113	8030	4040	2122	2246	9183	2486	2476	4877	1692	2112	2108	1888
GCA_018592555	45486	1534	737	3601	1126	4623	1570	7661	6926	1105	1425	2007	1820	1118	518	2197	4313	2018	1821	664	3727	1873	2015	3615	2036	1951	5158	1952	2033	2019	1432	2060	1320	1967	5034	2983	1461	2727	2081	1888	1617	4691	1999	2046	1911	2297	1467	3189	3661	1300	3233	2030	3524	4316	1943	2262	2050	1783	2061	1957	0	2287	1728	2023	1093	1569	935	3571	2067	2854	2513	2022	2062	1554	3556	2267	6821	5186	1991	1559	5922	2208	2149	2031	3578	2026	1536	3810	9274	1512	4292	2673	2715	1509	2090	1272	1963	2015	2056	744	2029	3209	2032	2368	1535	2024	1421	1415	2020	1828	1621	4518	3461	2419	790	7184	3157	1531	2544	1327	1877	2049	1580	2894	2236	2902	2267	4100	2026	8014	3497	2033	625	9129	1374	1886	4637	494	2027	2026	856
GCA_018594295	45403	2390	2218	4545	2838	5019	2304	7847	7471	2403	2954	2527	2995	2165	2438	3408	5128	2538	2611	2479	4761	2977	2534	4288	2564	3144	3715	2431	2548	3020	2637	2574	2886	2483	3507	3282	3129	2338	2782	3869	2511	3680	3274	3315	2742	2948	2378	4656	4331	2673	3895	2551	3650	4600	2686	3091	2559	2345	2577	2941	2287	0	3430	2537	2034	2303	2309	4515	3254	3884	2794	2546	2577	2368	4486	3865	7133	4105	3106	2293	5987	3504	3433	2545	4523	2553	2270	4866	9311	2477	4426	3391	3228	2237	3325	2203	2463	3264	3312	2800	2531	4108	2559	3404	2269	2551	2153	2140	2542	2931	2152	4926	3588	3571	2089	7161	4405	2265	3129	2894	3176	2563	2770	2797	2683	3350	3875	4209	2554	8014	4950	2553	2351	9172	2918	2809	5851	2402	2555	2533	2074
GCA_009850175	45747	2488	1935	4571	2009	5336	2470	8115	7476	2434	966	3111	2739	1703	1763	1091	3397	3123	2661	1624	4356	1163	3119	4524	3140	1317	4657	2796	3137	1285	1820	3164	2090	3067	5558	3384	688	3632	2984	1653	2520	4868	982	1000	2814	1685	2374	2785	4594	2628	3882	3133	3969	5162	2820	2969	3141	2502	3165	2958	1728	3430	0	3127	2174	2469	1634	4535	2010	3185	2942	3126	3166	2348	4515	2024	7387	5372	1965	2458	6090	1018	1579	3134	4547	3130	2438	4456	9046	2503	4910	2957	2589	2413	1034	2425	2947	966	998	1666	3132	2276	3135	1302	2437	3127	2362	2331	3118	1808	2149	5231	3942	2351	1976	7646	3473	2427	1683	2097	1605	3154	1790	3371	2887	3053	2024	4766	3130	8365	2402	3137	1761	8906	1151	1712	4529	1659	3132	3119	2082
SRR10958130	45434	1299	1697	3058	2610	4223	1067	7575	6898	1658	2984	24	2302	2169	1936	3753	5326	13	1223	2308	3332	3306	34	3139	44	3220	5330	1383	27	3317	2505	64	2440	30	4573	2573	3083	3816	1560	3155	1192	5302	3561	3615	1652	3322	1659	3697	3020	2830	2820	42	3186	3826	1969	3041	48	1390	53	2104	2023	2537	3127	0	1968	1066	1933	3003	3142	3075	1483	21	53	1098	2997	3832	6494	5141	3114	1045	6193	2959	3103	26	3012	23	1022	3424	9352	1532	3775	3450	2872	1002	3635	1702	1229	3580	3657	2432	21	4510	32	3621	1021	68	1148	1170	15	2575	1937	4125	3087	3950	1580	6806	3324	1024	3624	2439	3089	45	2474	3257	1682	3882	3837	3328	24	8092	4646	37	2138	9249	2796	2178	4766	1889	25	26	2013
GCA_016453325	36389	1733	1285	3437	1585	4035	1578	6496	5990	1322	1766	1977	1951	1460	972	2383	3921	1968	1756	1473	3527	1954	1993	3256	1982	2098	4496	1675	1980	2060	1361	2009	1641	1931	4163	2629	1789	2696	1962	2570	1739	4121	2061	2068	1868	2274	1658	3319	3378	1696	2935	1973	2992	3768	1665	2364	1999	1491	2004	1819	1093	2034	2174	1968	0	1577	1372	3387	2120	2767	2200	1967	2004	1595	3353	2613	5618	4391	1996	1571	5157	2416	2137	1975	3379	1970	1548	3574	7827	1816	3665	2218	2636	1519	2100	1755	1909	2062	2104	1596	1971	2956	1988	2314	1547	1964	1605	1582	1967	1855	1498	3939	3021	2348	1234	5981	3130	1541	2457	1641	1969	1996	1562	2668	1992	2821	2619	3439	1971	6682	3409	1990	1195	7729	1809	1842	4446	947	1970	1972	1064
245	45450	593	1309	3633	2511	4304	3	7781	6946	1329	2288	1055	1709	1787	1205	3246	5200	1046	590	2040	3787	3018	1065	3203	1078	2821	5602	981	1082	2902	2158	1118	2271	1016	4758	2629	2474	3857	664	3432	407	5474	3271	3343	817	2966	1594	4153	3508	2719	3195	1078	3326	4080	1500	3036	1101	767	1100	1468	1569	2303	2469	1066	1577	0	1089	3600	3319	3345	1919	1075	1100	239	3586	3697	6896	5093	3194	147	6158	2996	2956	1080	3610	1080	124	3867	9407	761	3915	3258	2875	105	3354	1652	751	3276	3367	2067	1071	4246	1087	3400	123	1051	339	323	1070	1978	1635	4200	3225	3600	858	6987	3394	126	3488	2271	2835	1061	2206	3218	1369	3516	3698	3287	1081	8174	4265	1089	1919	9277	2411	1329	4978	1187	1081	1079	1726
GCA_018591835	45576	1256	809	3748	1917	4569	1090	7628	6920	1170	1790	1919	2214	874	774	2341	4351	1929	1459	1271	3655	1971	1926	3583	1947	2108	4959	1680	1944	1961	1870	1980	1615	1879	5020	2856	1874	3327	1597	2354	1134	4733	2229	2295	1437	2584	1476	3590	3659	2118	3259	1941	3395	4410	1815	2516	1952	1480	1973	2102	935	2309	1634	1933	1372	1089	0	3711	2380	3191	2362	1934	1973	1150	3689	2655	6764	5003	2342	1076	5789	2447	2182	1942	3722	1937	1053	3738	9308	1281	4042	2831	2455	1028	2304	1619	1481	2274	2324	1356	1938	3482	1943	2487	1052	1917	1193	1187	1932	1510	1158	4459	3316	2700	794	7168	3066	1049	2676	1615	2022	1961	1494	2562	2054	2907	2655	3709	1938	8013	3506	1945	1187	9176	1429	1530	4853	757	1939	1925	1295
SRR20305655	45197	3251	3432	115	3300	3358	3601	6781	6470	3317	4204	2979	3555	3759	3721	4776	6227	3003	3409	3789	520	4620	2988	2178	3022	4384	5090	2770	3017	4648	3899	3047	3998	2999	5042	2791	4377	4561	3058	3856	3332	4785	4692	4720	3900	4849	3956	3344	876	3730	564	3018	2954	3077	2455	4096	3030	2975	3043	3643	3571	4515	4535	3003	3387	3600	3711	0	4125	3510	2837	3007	3044	3424	16	4458	6372	5505	4144	3594	6639	4716	4754	3017	40	3011	3580	576	9196	2916	3367	4590	4500	3489	4629	2982	2918	4656	4710	3695	2998	5786	3018	5002	3579	3046	3276	3312	2996	4280	4061	3264	2855	3835	3742	6498	2573	3572	5058	4005	3895	3024	4188	4969	2340	5100	4459	3431	3011	7994	5262	3022	3617	9113	4079	4072	5795	3584	3010	3003	3767
GCA_018591965	45597	3221	2292	4145	1869	5225	3320	7809	7236	2567	2074	3131	2696	1882	2314	1760	3813	3142	3420	1841	4168	1217	3139	4321	3151	2048	4624	3231	3156	1503	1734	3184	2013	3111	4804	3224	1924	3126	3585	2307	3378	4060	1190	1198	3590	2011	2549	3246	4416	2397	3773	3151	3693	4803	3170	2290	3159	3055	3186	2837	2067	3254	2010	3142	2120	3319	2380	4125	0	2530	2995	3148	3186	3151	4087	2477	6917	4989	438	3307	5920	1675	1949	3154	4135	3138	3287	4268	9398	3236	4501	2529	2619	3260	1254	2470	3191	1171	1190	2029	3153	2648	3154	1583	3286	3152	3151	3125	3139	1632	1899	5123	3624	1745	2630	7206	3246	3276	1721	2020	1332	3169	1701	2889	3271	3243	2483	4433	3149	8104	3297	3155	1832	9275	1319	2842	4837	2171	3145	3134	2064
GCA_018591995	45637	3330	3142	3539	2167	5270	3346	7660	7052	2943	3034	3060	2798	2793	3183	2881	4811	3075	3357	2559	3558	2590	3072	4472	3086	2739	4656	3262	3089	2748	2694	3118	2897	3060	4440	3448	2951	3584	3394	2188	3272	4210	2599	2525	3902	2844	3031	2764	3876	2376	3191	3090	3825	4817	3316	3704	3095	3103	3118	3048	2854	3884	3185	3075	2767	3345	3191	3510	2530	0	2968	3082	3118	3226	3480	2162	6747	5098	2505	3340	6276	2890	3161	3087	3538	3088	3327	3668	9398	3237	4696	3201	3279	3304	2590	2900	2997	2533	2571	2591	3083	3736	3088	2794	3326	3079	3250	3273	3077	3064	2708	5178	3742	2662	3176	6891	3289	3331	2645	2901	2062	3097	2487	3569	2771	3864	2169	4524	3089	8110	4323	3086	2774	9268	2742	3781	5281	3059	3090	3065	3119
GCA_016453045	30960	2044	2292	2908	2761	3556	1920	5702	5343	2242	2985	1490	2681	2469	2480	3355	4278	1491	2008	2571	2960	3047	1507	2799	1512	3022	4329	1913	1524	3112	2638	1546	2832	1443	3958	1628	3040	3700	2223	3060	2031	4180	3246	3263	2309	3217	2254	3397	2802	3118	2368	1532	2096	3259	2236	3049	1541	1827	1527	2605	2513	2794	2942	1483	2200	1919	2362	2837	2995	2968	0	1495	1527	1940	2831	3431	5189	4402	2952	1927	4833	2933	3131	1502	2853	1495	1905	3019	6982	2172	2749	3164	2986	1870	3310	2314	1940	3263	3277	2760	1493	3864	1530	3346	1904	1523	1950	1977	1490	2631	2371	3495	1985	3236	2273	5247	2762	1898	3366	2833	2936	1525	2598	3123	2016	3651	3434	2556	1498	6206	3906	1536	2481	6928	2677	2523	3993	2415	1496	1492	2503
GCA_029989505	45507	1303	1697	3063	2611	4227	1076	7577	6907	1658	2986	35	2308	2168	1940	3757	5326	14	1232	2307	3339	3309	35	3149	47	3225	5337	1394	30	3323	2510	67	2447	33	4582	2578	3086	3816	1569	3158	1197	5310	3562	3615	1663	3323	1666	3701	3027	2833	2824	45	3196	3837	1971	3048	51	1398	62	2109	2022	2546	3126	21	1967	1075	1934	3007	3148	3082	1495	0	62	1108	2998	3838	6500	5150	3118	1053	6195	2964	3102	29	3018	29	1030	3431	9357	1535	3783	3455	2884	1012	3635	1711	1242	3582	3658	2431	29	4513	35	3622	1029	77	1156	1177	24	2582	1942	4131	3097	3952	1587	6814	3328	1032	3626	2448	3095	48	2474	3269	1694	3887	3842	3342	30	8102	4648	40	2141	9253	2799	2181	4767	1896	31	35	2017
SCOT2	45524	1332	1735	3098	2651	4258	1101	7612	6936	1696	3022	67	2341	2208	1975	3795	5369	54	1264	2340	3372	3347	75	3177	85	3261	5370	1418	68	3356	2545	105	2481	69	4619	2608	3126	3852	1593	3198	1226	5335	3601	3655	1688	3361	1691	3733	3061	2873	2855	83	3222	3859	2004	3087	87	1429	0	2141	2062	2577	3166	53	2004	1100	1973	3044	3186	3118	1527	62	0	1132	3033	3875	6532	5189	3158	1077	6226	3000	3140	67	3053	67	1055	3466	9383	1564	3811	3490	2916	1036	3675	1740	1274	3620	3696	2471	62	4544	73	3661	1054	109	1180	1202	56	2621	1976	4161	3126	3988	1619	6840	3362	1057	3662	2481	3135	86	2512	3284	1703	3927	3880	3366	68	8129	4680	78	2177	9280	2838	2219	4797	1928	69	67	2052
GCA_016452845	45534	663	1291	3453	2403	4271	240	7769	6918	1342	2162	1088	1610	1792	1233	3112	5185	1100	499	1936	3620	3046	1096	3274	1131	2684	5510	1002	1114	2754	2067	1150	2296	1049	4671	2694	2375	3759	733	3278	470	5381	3125	3199	897	2813	1472	4019	3536	2716	3106	1111	3350	3998	1489	3018	1134	704	1132	1368	1554	2368	2348	1098	1595	239	1150	3424	3151	3226	1940	1108	1132	0	3410	3560	6880	5012	3027	218	6164	2876	2951	1112	3435	1113	195	3700	9390	818	3985	3156	2744	176	3211	1533	770	3147	3222	1939	1104	4109	1119	3263	194	1097	395	377	1102	1998	1669	4167	3255	3515	877	6944	3457	197	3369	2296	2669	1131	2077	3198	1281	3414	3561	3351	1114	8170	4217	1121	1910	9260	2343	1384	4872	1186	1115	1111	1745
SRR20305624	45046	3232	3419	107	3287	3339	3587	6741	6431	3307	4175	2970	3538	3737	3706	4749	6183	2993	3391	3777	507	4583	2979	2168	3011	4344	5064	2761	3007	4606	3869	3036	3985	2988	5020	2784	4358	4542	3024	3840	3319	4760	4647	4675	3889	4810	3945	3338	872	3708	558	3007	2954	3075	2441	4076	3020	2962	3033	3621	3556	4486	4515	2997	3353	3586	3689	16	4087	3480	2831	2998	3033	3410	0	4425	6322	5476	4106	3582	6601	4688	4733	3007	32	3000	3567	564	9153	2901	3363	4548	4478	3475	4583	2962	2918	4614	4666	3678	2987	5743	3007	4957	3566	3037	3259	3295	2987	4240	4021	3246	2856	3800	3729	6482	2564	3559	5014	3992	3849	3013	4155	4929	2337	5078	4426	3426	3001	7951	5227	3012	3601	9076	4056	4047	5769	3568	3000	2993	3753
GCA_011996525	45726	3664	2783	4488	2226	5642	3698	8201	7652	3175	1835	3818	3147	2454	2676	2177	4113	3832	3832	2227	4264	1974	3829	4559	3840	1781	3932	3775	3843	1737	2597	3873	2563	3777	5051	3507	2009	3584	3831	1041	3765	4267	1765	1738	3997	2184	3100	2511	4670	2023	3846	3851	3891	4921	3621	3640	3850	3520	3876	3435	2267	3865	2024	3832	2613	3697	2655	4458	2477	2162	3431	3838	3875	3560	4425	0	7366	5315	2402	3695	6507	2309	2477	3843	4466	3836	3678	4375	9046	3620	4782	2959	3275	3652	1775	3028	3757	1709	1738	2093	3841	3007	3842	2048	3677	3845	3550	3538	3834	2479	2881	5547	3858	2607	2948	7517	3281	3673	1991	2570	2033	3852	2296	3521	3450	3742	0	5072	3837	8330	3647	3839	2470	8913	2449	2874	5465	2555	3838	3824	3013
GCA_009850405	45488	7098	6741	6383	6473	7173	6897	2312	4246	6507	7311	6453	7005	6785	6747	7225	6377	6495	6875	6770	6281	6915	6463	6940	6495	7166	7549	5725	6508	7119	6842	6540	6675	6405	7424	5206	7139	7243	6799	6887	6888	7266	7117	7040	6749	7216	6761	6923	6573	6787	5416	6519	5441	7261	5860	7020	6504	6117	6532	6722	6821	7133	7387	6494	5618	6896	6764	6372	6917	6747	5189	6500	6532	6880	6322	7366	0	7648	6878	6898	6419	7263	7005	6506	6381	6492	6894	6433	6068	6889	7225	6880	6754	6758	7071	6638	6769	7031	7101	6892	6502	7162	6512	6886	6887	6519	6953	6960	6490	6963	6655	7086	5431	6697	6827	6085	6734	6876	7400	6674	6614	6499	6592	6906	5817	7280	7380	7182	6511	6144	6814	6516	6722	5921	6805	7281	4825	6577	6494	6462	6595
GCA_009851565	45385	5056	5149	5532	4616	5793	5094	8195	7870	5328	5211	5137	4976	5011	5079	5208	6603	5143	5196	5049	5549	5228	5142	5632	5149	5360	4019	4538	5156	5059	4703	5182	5269	5087	1472	4531	5290	3838	5154	5502	5181	3909	5317	5336	5345	5072	5080	5880	5548	4805	4630	5162	4649	5755	4526	4487	5164	4486	5189	5119	5186	4105	5372	5141	4391	5093	5003	5505	4989	5098	4402	5150	5189	5012	5476	5315	7648	0	4981	5095	6879	5495	5681	5148	5512	5144	5076	5653	9363	5120	5707	3803	4330	5042	5290	5014	5156	5266	5312	5126	5138	6028	5164	5383	5075	5150	5000	5016	5150	4894	5027	5703	4552	5431	5100	7450	5818	5068	5072	5275	4950	5162	4908	4505	4188	2928	5323	6050	5157	8072	6423	5159	5116	9215	5194	5254	6674	4924	5157	5140	5008
GCA_018592175	45610	3135	2202	4164	1702	5239	3195	7823	7239	2477	1926	3101	2696	1849	2204	1710	3755	3113	3283	1789	4212	1157	3111	4308	3124	1937	4676	3205	3127	1488	1739	3155	1995	3083	4778	3231	1815	3128	3496	2189	3294	4131	1132	1136	3465	1997	2458	3225	4446	2341	3804	3122	3705	4809	3062	2274	3132	3014	3157	2844	1991	3106	1965	3114	1996	3194	2342	4144	438	2505	2952	3118	3158	3027	4106	2402	6878	4981	0	3180	5964	1703	1942	3125	4152	3121	3162	4306	9400	3131	4498	2451	2612	3135	1192	2366	3060	1107	1128	1987	3124	2584	3126	1524	3161	3124	3026	3000	3110	1305	1865	5139	3624	1708	2541	7211	3395	3150	1746	2002	1248	3141	1684	2942	3154	3293	2408	4452	3121	8089	3249	3127	1754	9270	1276	2696	4809	2065	3122	3103	1950
SRR12686435	45553	571	1289	3627	2501	4310	148	7786	6957	1293	2274	1034	1688	1773	1193	3234	5187	1046	567	2031	3778	3012	1041	3235	1077	2820	5615	970	1060	2888	2161	1096	2250	995	4759	2664	2463	3858	636	3409	384	5481	3263	3338	789	2951	1574	4133	3522	2703	3204	1057	3339	4109	1496	3020	1080	722	1077	1463	1559	2293	2458	1045	1571	147	1076	3594	3307	3340	1927	1053	1077	218	3582	3695	6898	5095	3180	0	6172	2990	2949	1059	3605	1059	25	3861	9414	741	3915	3240	2862	84	3349	1622	738	3285	3360	2054	1050	4240	1065	3394	24	1029	316	301	1048	1963	1623	4204	3233	3642	837	6999	3420	29	3475	2250	2819	1078	2193	3197	1353	3498	3696	3288	1060	8177	4267	1068	1908	9283	2404	1318	4982	1175	1062	1057	1715
GCA_009849005	45009	5990	6069	6648	6019	6959	6159	6235	5612	6200	6232	6141	6203	5715	6094	6123	5752	6190	6131	5963	6468	5831	6147	6775	6188	6107	6834	5614	6203	5989	5988	6231	6329	6095	6718	4866	6284	6172	6283	6521	6099	6638	5991	5995	6543	6210	6325	6826	6551	6421	5652	6158	4979	6915	5483	6045	6204	5426	6226	6289	5922	5987	6090	6193	5157	6158	5789	6639	5920	6276	4833	6195	6226	6164	6601	6507	6419	6879	5964	6172	0	6149	6324	6203	6638	6179	6159	6673	6030	6034	6646	6213	6227	6117	6048	6091	6335	5934	6005	6050	6187	6387	6202	5958	6153	6215	5997	6026	6186	5922	5630	6872	4901	6201	6116	5014	6181	6147	6118	6337	5872	6191	5877	6363	5308	6272	6519	6698	6199	5694	6296	6195	5834	5894	5768	6184	5064	5932	6186	6172	6082
GCA_009852155	45705	2888	2539	4748	1974	5769	2997	8135	7431	2852	1519	2945	2646	2173	2476	1231	3248	2956	3008	1934	4711	1069	2954	4952	2971	1346	4778	3107	2968	1188	2070	2996	2431	2897	5435	3480	1210	3840	3402	1691	3049	4965	869	794	3437	1513	2266	2750	4892	3026	4083	2964	4159	5457	3356	3072	2975	2876	3000	2840	2208	3504	1018	2959	2416	2996	2447	4716	1675	2890	2933	2964	3000	2876	4688	2309	7263	5495	1703	2990	6149	0	1331	2968	4725	2967	2970	4808	9043	2935	5288	3083	2906	2942	849	2331	3285	798	808	2002	2965	1954	2967	968	2969	2961	2834	2810	2952	2185	2222	5666	4119	2174	2561	7601	3825	2957	1065	2438	1877	2985	1865	3370	3220	3242	2314	4940	2968	8392	2442	2971	2014	8915	1384	2229	4445	2352	2970	2947	2325
GCA_018593615	45748	3051	2236	4772	2131	5697	2957	8154	7410	2311	1773	3088	2840	2044	2116	1113	3399	3098	3153	2034	4733	1287	3097	4737	3115	1828	4336	3136	3111	1407	2269	3147	2241	3096	5523	3526	1387	3471	3363	2007	2976	4499	1212	1144	3354	1942	2403	3079	4994	2964	4298	3108	3957	5425	3187	2703	3117	3013	3140	2719	2149	3433	1579	3103	2137	2956	2182	4754	1949	3161	3131	3102	3140	2951	4733	2477	7005	5681	1942	2949	6324	1331	0	3110	4763	3104	2929	4820	9003	3095	4929	2986	2555	2900	1175	2767	3084	1137	1164	2122	3108	2353	3110	1329	2928	3106	3067	3041	3095	2317	2036	5589	3906	2568	2323	7611	3690	2918	1689	2240	2181	3127	1979	3107	3544	3447	2483	4465	3105	8350	2755	3113	1973	8868	1582	2256	4936	2031	3107	3092	1714
GB18000923	45424	1309	1705	3073	2621	4233	1081	7587	6913	1666	2996	38	2312	2177	1948	3764	5337	21	1237	2316	3347	3314	42	3156	41	3230	5341	1395	25	3328	2518	62	2455	28	4586	2585	3095	3819	1573	3167	1202	5313	3568	3622	1669	3328	1671	3710	3035	2842	2829	37	3190	3837	1979	3055	44	1402	67	2113	2031	2545	3134	26	1975	1080	1942	3017	3154	3087	1502	29	67	1112	3007	3843	6506	5148	3125	1059	6203	2968	3110	0	3027	24	1036	3439	9350	1542	3791	3463	2892	1016	3642	1715	1247	3588	3664	2440	35	4508	30	3628	1035	82	1160	1184	29	2588	1946	4136	3101	3959	1592	6811	3336	1038	3629	2455	3104	43	2482	3274	1699	3896	3848	3344	25	8103	4657	35	2150	9249	2805	2186	4771	1900	26	40	2025
GCA_009156025	45145	3260	3442	125	3310	3356	3611	6813	6476	3327	4212	2988	3561	3770	3731	4785	6243	3012	3416	3800	522	4633	2996	2198	3032	4393	5071	2788	3028	4662	3909	3057	4006	3028	5045	2798	4386	4567	3071	3864	3338	4782	4700	4729	3905	4861	3967	3334	884	3737	569	3026	2964	3096	2455	4107	3039	2980	3052	3629	3578	4523	4547	3012	3379	3610	3722	40	4135	3538	2853	3018	3053	3435	32	4466	6381	5512	4152	3605	6638	4725	4763	3027	0	3021	3590	551	9199	2922	3388	4600	4509	3500	4637	2990	2952	4642	4699	3699	3008	5795	3027	5010	3589	3057	3304	3320	3006	4294	4074	3263	2868	3855	3752	6479	2601	3586	5068	4014	3904	3034	4190	4951	2362	5111	4465	3451	3021	7990	5265	3031	3625	9115	4091	4086	5800	3594	3020	3012	3778
230-B21	45382	1308	1700	3067	2615	4219	1081	7568	6891	1661	2994	40	2313	2178	1943	3759	5330	20	1237	2311	3341	3309	42	3139	39	3231	5331	1397	23	3321	2513	60	2450	26	4577	2569	3090	3808	1574	3161	1203	5303	3563	3617	1663	3329	1671	3704	3028	2837	2822	38	3180	3825	1970	3035	44	1403	67	2101	2026	2553	3130	23	1970	1080	1937	3011	3138	3088	1495	29	67	1113	3000	3836	6492	5144	3121	1059	6179	2967	3104	24	3021	0	1036	3431	9345	1542	3777	3446	2887	1017	3637	1717	1248	3581	3659	2435	35	4512	28	3622	1035	82	1158	1184	29	2581	1946	4123	3088	3953	1593	6799	3319	1038	3629	2450	3099	40	2477	3276	1701	3892	3842	3333	7	8087	4651	33	2145	9242	2800	2179	4750	1896	20	40	2020
SRR12673179	45623	548	1266	3613	2485	4293	125	7782	6950	1295	2254	1011	1665	1753	1170	3214	5171	1023	544	2008	3763	2992	1018	3216	1054	2801	5596	947	1037	2868	2138	1073	2229	972	4740	2645	2443	3835	621	3396	361	5463	3243	3318	766	2931	1551	4122	3506	2680	3188	1034	3320	4094	1473	3000	1057	699	1055	1440	1536	2270	2438	1022	1548	124	1053	3580	3287	3327	1905	1030	1055	195	3567	3678	6894	5076	3162	25	6159	2970	2929	1036	3590	1036	0	3846	9405	719	3897	3221	2842	61	3329	1606	715	3265	3340	2031	1027	4220	1042	3374	1	1006	293	278	1025	1946	1600	4187	3213	3620	814	6986	3401	6	3455	2229	2806	1055	2170	3176	1332	3475	3679	3270	1037	8172	4257	1045	1885	9274	2384	1296	4963	1151	1039	1034	1692
GCA_029855745	45223	3546	3808	660	3724	3447	3868	6835	6545	3734	4285	3404	3880	3677	3970	4847	6285	3426	3678	4048	69	4718	3409	2437	3444	4478	5037	2988	3440	4744	4266	3469	4152	3421	5223	2972	4486	4946	3387	3948	3621	4741	4786	4813	4153	4945	4285	3529	1219	3974	752	3444	3056	3349	2679	4345	3447	3207	3466	3918	3810	4866	4456	3424	3574	3867	3738	576	4268	3668	3019	3431	3466	3700	564	4375	6433	5653	4306	3861	6673	4808	4820	3439	551	3431	3846	0	9203	3201	3481	4854	4504	3757	4721	3410	3392	4725	4764	3829	3419	5805	3439	5083	3845	3469	3533	3582	3419	4268	4251	3354	2995	4010	4002	6518	2589	3839	5152	4160	3847	3447	4327	4955	2589	5188	4374	3542	3434	7987	5337	3444	3870	9118	4010	4292	5885	3817	3433	3422	4200
